CRASH_ID,SER_NO,CRASH_DT,CRASH_MO_NO,CRASH_DAY_NO,CRASH_YR_NO,CRASH_WK_DAY_CD,CRASH_HR_NO,CRASH_HR_SHORT_DESC,CNTY_ID,CNTY_NM,CITY_SECT_ID,CITY_SECT_NM,URB_AREA_CD,URB_AREA_SHORT_NM,FC_CD,FC_SHORT_DESC,NHS_FLG,HWY_NO,HWY_SFX_NO,HWY_MED_NM,RDWY_NO,HWY_COMPNT_CD,HWY_COMPNT_SHORT_DESC,MLGE_TYP_CD,MLGE_TYP_SHORT_DESC,RD_CON_NO,LRS_VAL,LAT_DEG_NO,LAT_MINUTE_NO,LAT_SEC_NO,LONGTD_DEG_NO,LONGTD_MINUTE_NO,LONGTD_SEC_NO,LAT_DD,LONGTD_DD,AGY_ST_NO,ST_FULL_NM,ISECT_AGY_ST_NO,ISECT_ST_FULL_NM,ISECT_SEQ_NO,CMPSS_DIR_CD,MP_NO,POST_SPEED_LMT_VAL,RD_CHAR_CD,RD_CHAR_SHORT_DESC,OFF_RDWY_FLG,ISECT_TYP_CD,ISECT_TYP_SHORT_DESC,ISECT_REL_FLG,RNDABT_FLG,DRVWY_REL_FLG,LN_QTY,TURNG_LEG_QTY,MEDN_TYP_CD,MEDN_TYP_SHORT_DESC,IMPCT_LOC_CD,CRASH_TYP_CD,CRASH_TYP_SHORT_DESC,COLLIS_TYP_CD,COLLIS_TYP_SHORT_DESC,CRASH_SVRTY_CD,CRASH_SVRTY_SHORT_DESC,WTHR_COND_CD,WTHR_COND_SHORT_DESC,RD_SURF_COND_CD,RD_SURF_SHORT_DESC,LGT_COND_CD,LGT_COND_SHORT_DESC,TRAF_CNTL_DEVICE_CD,TRAF_CNTL_DEVICE_SHORT_DESC,TRAF_CNTL_FUNC_FLG,INVSTG_AGY_CD,INVSTG_AGY_SHORT_DESC,CRASH_EVNT_1_CD,CRASH_EVNT_1_SHORT_DESC,CRASH_EVNT_2_CD,CRASH_EVNT_2_SHORT_DESC,CRASH_EVNT_3_CD,CRASH_EVNT_3_SHORT_DESC,CRASH_CAUSE_1_CD,CRASH_CAUSE_1_SHORT_DESC,CRASH_CAUSE_2_CD,CRASH_CAUSE_2_SHORT_DESC,CRASH_CAUSE_3_CD,CRASH_CAUSE_3_SHORT_DESC,SCHL_ZONE_IND,WRK_ZONE_IND,ALCHL_INVLV_FLG,DRUG_INVLV_FLG,MJ_INVLV_FLG,CRASH_SPEED_INVLV_FLG,CRASH_HIT_RUN_FLG,POP_RNG_CD,POP_RNG_MED_DESC,RD_CNTL_CD,RD_CNTL_MED_DESC,RTE_TYP_CD,RTE_ID,RTE_NM,REG_ID,DIST_ID,SEG_MRK_ID,SEG_PT_LRS_MEAS,UNLOCT_FLG,CRASH_LAST_UD_DT,TOT_VHCL_CNT,TOT_FATAL_CNT,TOT_INJ_LVL_A_CNT,TOT_INJ_LVL_B_CNT,TOT_INJ_LVL_C_CNT,TOT_INJ_CNT,TOT_UNINJD_AGE00_04_CNT,TOT_UNINJD_PER_CNT,TOT_PED_CNT,TOT_PED_FATAL_CNT,TOT_PED_INJ_LVL_A_CNT,TOT_PED_INJ_CNT,TOT_PEDCYCL_CNT,TOT_PEDCYCL_FATAL_CNT,TOT_PEDCYCL_INJ_LVL_A_CNT,TOT_PEDCYCL_INJ_CNT,TOT_UNKNWN_CNT,TOT_UNKNWN_FATAL_CNT,TOT_UNKNWN_INJ_CNT,TOT_OCCUP_CNT,TOT_PER_INVLV_CNT,TOT_SFTY_EQUIP_USED_QTY,TOT_SFTY_EQUIP_UNUSED_QTY,TOT_SFTY_EQUIP_USE_UNKNWN_QTY,TOT_PSNGR_VHCL_OCC_UNRESTRND_FATAL_CNT,TOT_MCYCLST_FATAL_CNT,TOT_MCYCLST_INJ_LVL_A_CNT,TOT_MCYCLST_INJ_CNT,TOT_MCYCLST_UNHELMTD_FATAL_CNT,TOT_ALCHL_IMPAIRED_DRVR_INV_FATAL_CNT,TOT_DRVR_AGE_01_20_CNT,LANE_RDWY_DPRT_CRASH_FLG
1806554,599,2019-06-22,6,22,2019,7,99,UNK,10,Douglas,NA,NA,NA,NA,7,R MJ-COL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,55,23.39,-123,26,0.66,42.9231638888887,-123.433516666666,00321,COW CK RD A,NA,"
    ",NA,0,0.59,NA,3,STRGHT,1,NA,NA,0,0,0,2,NA,0,NONE,1,8,FIX OBJ,9,FIX,2,FAT,1,CLR,1,DRY,0,UNK,0,NONE,0,2,COUNTY,79,DITCH,62,TREE,1,FEL/JUMP,1,TOO-FAST,NA,NA,NA,NA,0,0,1,0,0,1,0,NA,NA,6,RURAL COUNTY ROAD,NA,NA,NA,3,07,255_1803972,NA,0,2021-05-05T20:03:09Z,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,Y
1806560,5635,2019-06-25,6,25,2019,3,17,5P,26,Multnomah,243,Portland NE,57,PORTLAND UA,17,U MJ-COL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,34,10.89,-122,37,14.59,45.5696916666667,-122.620719444444,01484,W APP 42ND AVE,01696,NE 42ND AVE APP,1,4,NA,45,7,GRADE,1,NA,NA,0,0,0,2,NA,0,NONE,0,8,FIX OBJ,9,FIX,2,FAT,1,CLR,1,DRY,1,DAY,99,UNKNOWN,1,3,CITY,40,CURB,62,TREE,128,CURVE INV,1,TOO-FAST,NA,NA,NA,NA,0,0,1,1,0,1,0,9,"Over 200,000",1,PORTLAND CITY STREET,NA,NA,NA,1,02B,58_192201,NA,0,2021-05-05T19:25:33Z,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,Y
1806567,51,2019-06-20,6,20,2019,5,99,UNK,19,Lake,NA,NA,NA,NA,9,R LOCAL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,11,2.92,-120,16,29.37,42.1841444444443,-120.274825,NA,"
    ",NA,"
    ",NA,7,2.18,NA,3,STRGHT,1,NA,NA,0,0,0,2,NA,0,NONE,1,8,FIX OBJ,9,FIX,2,FAT,1,CLR,1,DRY,0,UNK,0,NONE,1,2,COUNTY,62,TREE,NA,NA,NA,NA,10,OTHR-IMP,NA,NA,NA,NA,0,0,1,0,0,0,0,NA,NA,6,RURAL COUNTY ROAD,NA,NA,NA,4,11,33_760431,NA,0,2021-05-06T11:24:48Z,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,Y
1806572,638,2019-06-01,6,1,2019,7,3,3A,17,Josephine,NA,NA,NA,NA,9,R LOCAL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,29,54.02,-123,30,32.87,42.4983388888883,-123.509130555555,02993,WEST PICKETT CR RD,NA,"
    ",NA,0,0.82,NA,7,GRADE,1,NA,NA,0,0,0,2,NA,0,NONE,0,8,FIX OBJ,9,FIX,2,FAT,1,CLR,1,DRY,3,DARK,0,NONE,1,1,STATE,79,DITCH,62,TREE,128,CURVE INV,10,OTHR-IMP,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,6,RURAL COUNTY ROAD,NA,NA,NA,3,08,142_20724,NA,0,2021-05-06T12:11:44Z,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Y
1806579,977,2019-07-05,7,5,2019,6,0,12A,17,Josephine,NA,NA,NA,NA,9,R LOCAL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,6,45.01,-123,34,50.19,42.112502777777,-123.580608333333,05840,DICK GEORGE RD,NA,"
    ",NA,0,0.94,55,5,CURVE,1,NA,NA,0,0,0,2,NA,0,NONE,7,8,FIX OBJ,9,FIX,2,FAT,1,CLR,1,DRY,3,DARK,99,UNKNOWN,1,1,STATE,62,TREE,79,DITCH,1,FEL/JUMP,1,TOO-FAST,NA,NA,NA,NA,0,0,1,1,0,1,0,NA,NA,6,RURAL COUNTY ROAD,NA,NA,NA,3,08,142_17530,NA,0,2021-05-06T12:14:05Z,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,1,0,0,0,0,1,0,Y
1806585,266,2019-03-25,3,25,2019,2,14,2P,10,Douglas,NA,NA,NA,NA,8,R MN-COL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,46,1.03,-123,33,44.05,43.7669527777777,-123.562236111111,SLOTRD,SLIDEOUT RIDGE RD,BLM4132,SMITH RIVER RD,1,1,NA,NA,7,GRADE,1,NA,NA,0,0,0,2,NA,0,NONE,1,8,FIX OBJ,9,FIX,2,FAT,2,CLD,2,WET,1,DAY,99,UNKNOWN,1,2,COUNTY,62,TREE,10,SUB OTRN,128,CURVE INV,1,TOO-FAST,22,DEF BRKE,NA,NA,0,0,0,1,0,1,0,NA,NA,6,RURAL COUNTY ROAD,NA,NA,NA,3,07,255_1804221,NA,0,2020-08-03T09:59:47Z,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Y
1806610,3570,2019-07-12,7,12,2019,6,10,10A,34,Washington,NA,NA,57,PORTLAND UA,14,U PR-ART,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,29,4.98,-122,50,5.75,45.4847166666663,-122.834930555555,00810,SW FARMINGTON RD,05153,SW 153RD AVE,1,9,NA,NA,1,INTER,0,1,CROSS,0,0,0,NA,0,NA,NA,4,B,ANGL-OTH,6,TURN,2,FAT,1,CLR,1,DRY,1,DAY,4,STOP SIGN,1,2,COUNTY,129,HILL INV,131,HILL HID,NA,NA,31,RACING,33,RECKLESS,30,SPEED,0,0,0,0,0,1,0,NA,NA,9,SUBURBAN COUNTY ROAD,NA,NA,NA,1,02B,58_209072,NA,0,2021-05-05T23:47:02Z,2,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,1,N
1806617,1493,2019-07-14,7,14,2019,1,20,8P,15,Jackson,NA,NA,44,MEDFORD UA,16,U MN-ART,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,24,39.37,-122,53,7.28,42.410936111111,-122.885355555555,00778,TABLE ROCK RD,NA,"
    ",NA,5,4.52,NA,1,INTER,1,3,3-LEG,0,0,0,NA,0,NA,NA,6,8,FIX OBJ,9,FIX,2,FAT,1,CLR,1,DRY,1,DAY,1,TRF SIGNAL,1,2,COUNTY,55,TRF SGNL,NA,NA,NA,NA,5,LEFT-CTR,NA,NA,NA,NA,0,0,1,1,0,0,0,NA,NA,9,SUBURBAN COUNTY ROAD,NA,NA,NA,3,08,142_4596,NA,0,2021-05-06T10:51:47Z,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,N
1806629,3083,2019-07-15,7,15,2019,2,3,3A,24,Marion,NA,NA,NA,NA,9,R LOCAL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,0,36.9,-122,58,20.68,45.01025,-122.972411111111,00626,LAKESIDE DR NE,NA,"
    ",NA,0,0.2,NA,3,STRGHT,0,NA,NA,0,0,0,2,NA,0,NONE,3,6,BIKE,3,REAR,2,FAT,1,CLR,1,DRY,3,DARK,99,UNKNOWN,1,2,COUNTY,NA,NA,NA,NA,NA,NA,27,INATTENT,16,FATIGUE,19,NT VISBL,0,0,0,1,0,0,0,NA,NA,6,RURAL COUNTY ROAD,NA,NA,NA,2,03,53_10006308,NA,0,2021-05-05T16:34:16Z,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,1,N
1806635,1214,2019-07-15,7,15,2019,2,23,11P,22,Linn,NA,NA,1,ALBANY UA,17,U MJ-COL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,36,21.07,-123,3,31.02,44.605852777777,-123.058616666666,00337,SE THREE LAKES RD,NA,"
    ",NA,0,1.43,55,8,BRIDGE,1,NA,NA,0,0,0,2,NA,0,NONE,0,8,FIX OBJ,9,FIX,2,FAT,1,CLR,1,DRY,3,DARK,99,UNKNOWN,1,2,COUNTY,46,BR RAIL,128,CURVE INV,NA,NA,1,TOO-FAST,NA,NA,NA,NA,0,0,0,1,0,1,0,NA,NA,9,SUBURBAN COUNTY ROAD,NA,NA,NA,2,04,19_43005368,NA,0,2021-05-05T14:56:07Z,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,Y
1806774,1122,2019-07-21,7,21,2019,1,2,2A,22,Linn,NA,NA,NA,NA,7,R MJ-COL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,17,29.11,-122,49,14.94,44.2914194444443,-122.820816666667,00017,BRUSH CK RD,NA,"
    ",NA,0,5.23,NA,7,GRADE,1,NA,NA,0,0,0,2,NA,0,NONE,0,8,FIX OBJ,9,FIX,2,FAT,1,CLR,1,DRY,3,DARK,0,NONE,1,2,COUNTY,79,DITCH,10,SUB OTRN,128,CURVE INV,1,TOO-FAST,NA,NA,NA,NA,0,0,1,0,0,1,0,NA,NA,6,RURAL COUNTY ROAD,NA,NA,NA,2,04,19_43003654,NA,0,2021-05-05T15:40:06Z,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,1,0,Y
1806775,724,2019-07-23,7,23,2019,3,2,2A,17,Josephine,NA,NA,NA,NA,7,R MJ-COL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,16,17.45,-123,35,35.89,42.2715138888887,-123.593302777777,05200,LAKESHORE DR,NA,"
    ",NA,0,1.35,40,5,CURVE,1,NA,NA,0,0,0,2,NA,0,NONE,7,8,FIX OBJ,9,FIX,2,FAT,1,CLR,1,DRY,3,DARK,99,UNKNOWN,1,1,STATE,79,DITCH,62,TREE,NA,NA,10,OTHR-IMP,NA,NA,NA,NA,0,0,1,0,0,0,0,NA,NA,6,RURAL COUNTY ROAD,NA,NA,NA,3,08,142_19611,NA,0,2021-05-06T12:16:32Z,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,Y
1806776,1009,2019-07-23,7,23,2019,3,18,6P,22,Linn,NA,NA,NA,NA,7,R MJ-COL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,20,51.17,-122,50,53.44,44.3475472222213,-122.848177777777,00017,BRUSH CK RD,NA,"
    ",NA,0,0.62,55,7,GRADE,0,NA,NA,0,0,0,2,NA,0,NONE,5,G,O-STRGHT,2,HEAD,2,FAT,1,CLR,1,DRY,1,DAY,99,UNKNOWN,1,2,COUNTY,128,CURVE INV,NA,NA,NA,NA,1,TOO-FAST,5,LEFT-CTR,33,RECKLESS,NA,NA,1,1,0,1,0,NA,NA,6,RURAL COUNTY ROAD,NA,NA,NA,2,04,19_43005853,NA,0,2021-05-05T14:39:44Z,2,2,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,1,2,0,0,0,0,0,0,0,Y
1806780,310,2019-07-06,7,6,2019,7,21,9P,4,Clatsop,NA,NA,NA,NA,9,R LOCAL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,7,55.27,-123,39,59.98,46.1320194444437,-123.666661111111,00409,PIPELINE RD,NA,"
    ",NA,0,0.56,NA,7,GRADE,0,NA,NA,0,0,0,2,NA,0,NONE,5,G,O-STRGHT,2,HEAD,2,FAT,1,CLR,1,DRY,3,DARK,0,NONE,1,2,COUNTY,128,CURVE INV,1,FEL/JUMP,NA,NA,5,LEFT-CTR,NA,NA,NA,NA,0,0,0,1,0,0,0,NA,NA,6,RURAL COUNTY ROAD,NA,NA,NA,2,01,66_4007435,NA,0,2021-05-05T16:35:09Z,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,1,0,0,0,0,1,Y
1806785,145,2019-07-12,7,12,2019,6,16,4P,14,Hood River,NA,NA,NA,NA,7,R MJ-COL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,23,12.15,-121,33,38.47,45.3867083333333,-121.560686111111,NA,"
    ",NA,"
    ",NA,3,NA,NA,7,GRADE,1,NA,NA,0,0,0,2,NA,0,NONE,1,8,FIX OBJ,9,FIX,2,FAT,1,CLR,1,DRY,1,DAY,99,UNKNOWN,1,2,COUNTY,62,TREE,128,CURVE INV,NA,NA,10,OTHR-IMP,NA,NA,NA,NA,0,0,1,0,0,0,0,NA,NA,6,RURAL COUNTY ROAD,NA,NA,NA,1,02C,23_14004284,NA,0,2021-05-06T09:52:55Z,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,Y
1806788,628,2019-07-27,7,27,2019,7,16,4P,17,Josephine,NA,NA,NA,NA,7,R MJ-COL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,16,3.74,-123,34,50.81,42.2677055555547,-123.580780555555,05200,LAKESHORE DR,NA,"
    ",NA,0,2.17,40,5,CURVE,0,NA,NA,0,0,0,2,NA,0,NONE,3,&,OVERTURN,8,NCOL,2,FAT,8,SMOK,1,DRY,1,DAY,0,NONE,1,2,COUNTY,1,FEL/JUMP,NA,NA,NA,NA,1,TOO-FAST,NA,NA,NA,NA,NA,NA,1,1,0,1,0,NA,NA,6,RURAL COUNTY ROAD,NA,NA,NA,3,08,142_17489,NA,0,2021-05-06T12:20:57Z,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,N
1806803,2518,2019-08-02,8,2,2019,6,12,12P,3,Clackamas,NA,NA,57,PORTLAND UA,17,U MJ-COL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,23,59.11,-122,25,17.42,45.3997527777773,-122.421505555555,23011,SE 232ND DR,NA,"
    ",NA,0,0.6,45,7,GRADE,0,NA,NA,0,0,0,2,NA,0,NONE,5,G,O-STRGHT,2,HEAD,2,FAT,3,RAIN,2,WET,1,DAY,0,NONE,1,2,COUNTY,124,SLIPPERY,128,CURVE INV,NA,NA,1,TOO-FAST,5,LEFT-CTR,NA,NA,0,0,1,1,0,1,0,NA,NA,9,SUBURBAN COUNTY ROAD,NA,NA,NA,1,02C,58_337835,NA,0,2021-05-05T14:53:26Z,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,Y
1806810,2780,2019-08-05,8,5,2019,2,6,6A,24,Marion,184,Salem,67,SALEM-KZ UA,16,U MN-ART,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,55,48.61,-123,2,33.06,44.9301694444437,-123.042516666666,01432,LIBERTY ST SE,01814,OWENS ST SE,1,7,NA,NA,1,INTER,0,3,3-LEG,0,0,0,NA,0,NA,NA,6,3,PED,0,PED,2,FAT,1,CLR,1,DRY,1,DAY,1,TRF SIGNAL,1,3,CITY,NA,NA,NA,NA,NA,NA,2,NO-YIELD,NA,NA,NA,NA,0,0,0,1,0,0,0,8,"100,001 to 200,000",3,URBAN CITY STREET,NA,NA,NA,2,03,53_10024738,NA,0,2021-05-05T17:29:51Z,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,N
1806815,1704,2019-08-02,8,2,2019,6,19,7P,15,Jackson,NA,NA,44,MEDFORD UA,17,U MJ-COL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,15,11.88,-122,49,7.09,42.2533,-122.818636111111,00641,COLVER RD,NA,"
    ",NA,0,1.69,NA,5,CURVE,1,NA,NA,0,0,0,2,NA,0,NONE,0,8,FIX OBJ,9,FIX,2,FAT,1,CLR,1,DRY,1,DAY,99,UNKNOWN,1,2,COUNTY,79,DITCH,1,FEL/JUMP,NA,NA,10,OTHR-IMP,NA,NA,NA,NA,0,0,1,1,0,0,0,NA,NA,9,SUBURBAN COUNTY ROAD,NA,NA,NA,3,08,142_2275,NA,0,2021-05-06T10:47:57Z,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,Y
1806832,99998,2019-08-02,8,2,2019,6,22,10P,20,Lane,64,Eugene,25,EUGN-SPR UA,16,U MN-ART,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,4,2.96,-123,12,30.35,44.0674888888887,-123.208430555555,00941,GREEN HILL RD W,02137,ROYAL AVE NW,1,5,NA,NA,3,STRGHT,0,NA,NA,0,0,0,2,NA,0,NONE,7,6,BIKE,3,REAR,2,FAT,0,UNK,0,UNK,3,DARK,99,UNKNOWN,1,3,CITY,NA,NA,NA,NA,NA,NA,18,IN RDWY,19,NT VISBL,NA,NA,NA,NA,1,1,0,0,0,8,"100,001 to 200,000",3,URBAN CITY STREET,NA,NA,NA,2,05,277_30376,NA,0,2021-05-05T13:51:10Z,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,N
1806842,99999,2019-08-08,8,8,2019,5,22,10P,24,Marion,NA,NA,NA,NA,9,R LOCAL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,1,47.01,-122,56,27.87,45.0297249999997,-122.941074999999,00626,LAKESIDE DR NE,NA,"
    ",NA,0,2.56,NA,3,STRGHT,0,NA,NA,0,0,0,2,NA,0,NONE,3,3,PED,0,PED,2,FAT,3,RAIN,2,WET,3,DARK,99,UNKNOWN,1,2,COUNTY,NA,NA,NA,NA,NA,NA,18,IN RDWY,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,6,RURAL COUNTY ROAD,NA,NA,NA,2,03,53_10006307,NA,0,2021-05-05T16:43:17Z,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,N
1806854,115,2019-08-07,8,7,2019,4,15,3P,8,Curry,NA,NA,NA,NA,9,R LOCAL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,38,1.91,-124,3,13.55,42.6338638888883,-124.053763888888,00375A,AGNESS-ILLAHE RD A,NA,"
    ",NA,0,3.26,NA,7,GRADE,1,NA,NA,0,0,0,2,NA,0,NONE,7,8,FIX OBJ,9,FIX,2,FAT,1,CLR,1,DRY,1,DAY,0,NONE,1,2,COUNTY,79,DITCH,10,SUB OTRN,NA,NA,1,TOO-FAST,5,LEFT-CTR,NA,NA,0,0,1,1,0,1,0,NA,NA,6,RURAL COUNTY ROAD,NA,NA,NA,3,07,42_8007304,NA,0,2021-05-05T18:39:51Z,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,Y
1806858,6828,2019-08-12,8,12,2019,2,3,3A,26,Multnomah,245,Portland SE,57,PORTLAND UA,14,U PR-ART,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,30,15.11,-122,32,52.83,45.504197222222,-122.548008333333,00614,SE DIVISION ST,05112,SE 112TH AVE,1,9,NA,30,1,INTER,0,1,CROSS,0,0,0,NA,0,NA,NA,3,B,ANGL-OTH,1,ANGL,2,FAT,1,CLR,1,DRY,3,DARK,1,TRF SIGNAL,1,3,CITY,NA,NA,NA,NA,NA,NA,4,DIS SIG,33,RECKLESS,NA,NA,0,0,1,0,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,NA,NA,NA,1,02B,58_120123,NA,0,2021-05-05T19:43:22Z,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,1,0,N
1806864,2240,2019-08-12,8,12,2019,2,12,12P,20,Lane,NA,NA,NA,NA,7,R MJ-COL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,42,30.81,-123,4,17.1,43.708558333333,-123.071416666667,270000,LONDON RD,270700,WILLIAMS CR LP,1,1,4.29,55,7,GRADE,0,NA,NA,0,0,0,2,NA,0,NONE,5,G,O-STRGHT,2,HEAD,2,FAT,1,CLR,1,DRY,1,DAY,99,UNKNOWN,1,2,COUNTY,1,FEL/JUMP,NA,NA,NA,NA,1,TOO-FAST,5,LEFT-CTR,NA,NA,0,0,0,1,0,1,0,NA,NA,6,RURAL COUNTY ROAD,NA,NA,NA,2,05,277_55911,NA,0,2021-05-06T10:47:19Z,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,1,0,0,0,0,0,Y
1806875,8005,2019-08-16,8,16,2019,6,23,11P,26,Multnomah,243,Portland NE,57,PORTLAND UA,16,U MN-ART,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,32,33.9,-122,32,14.89,45.5427499999993,-122.537469444444,02258,NE STANTON ST,05122,NE 122ND AVE,1,9,NA,NA,1,INTER,0,1,CROSS,0,0,0,NA,0,NA,NA,4,H,O-1 L-TURN,6,TURN,2,FAT,2,CLD,1,DRY,2,DLIT,4,STOP SIGN,1,3,CITY,1,FEL/JUMP,NA,NA,NA,NA,2,NO-YIELD,33,RECKLESS,NA,NA,0,0,1,1,0,0,1,9,"Over 200,000",1,PORTLAND CITY STREET,NA,NA,NA,1,02B,58_134855,NA,0,2021-05-05T19:29:39Z,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,1,0,0,0,1,0,N
1806879,3293,2019-08-22,8,22,2019,5,7,7A,24,Marion,184,Salem,67,SALEM-KZ UA,16,U MN-ART,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,55,0.12,-123,1,15.72,44.9166999999997,-123.021033333333,01531,MCGILCHRIST ST SE,08019,19TH ST SE,1,9,NA,40,1,INTER,0,3,3-LEG,0,0,0,NA,0,NA,NA,3,H,O-1 L-TURN,6,TURN,2,FAT,1,CLR,1,DRY,1,DAY,4,STOP SIGN,1,3,CITY,1,FEL/JUMP,NA,NA,NA,NA,2,NO-YIELD,NA,NA,NA,NA,0,0,0,1,0,0,0,8,"100,001 to 200,000",3,URBAN CITY STREET,NA,NA,NA,2,03,53_10004055,NA,0,2021-05-05T17:31:37Z,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,1,0,0,0,0,0,N
1806882,466,2019-08-26,8,26,2019,2,15,3P,6,Coos,NA,NA,NA,NA,7,R MJ-COL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,11,45.39,-124,16,58.71,43.1959416666663,-124.282975,00208,BEAVER HILL LN,NA,"
    ",NA,0,0.07,NA,7,GRADE,1,NA,NA,0,0,0,2,NA,0,NONE,0,8,FIX OBJ,9,FIX,2,FAT,1,CLR,1,DRY,1,DAY,0,NONE,1,2,COUNTY,79,DITCH,62,TREE,1,FEL/JUMP,1,TOO-FAST,NA,NA,NA,NA,0,0,0,0,0,1,0,NA,NA,6,RURAL COUNTY ROAD,NA,NA,NA,3,07,41_6006016,NA,0,2021-05-05T17:49:06Z,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,N
